"id","ERGO.Function","GenBank.Function","strand","length.nt.","length.aa.","GRAVY","Molecular.Weight","Iso.electric.Point","gene.name","Kegg.Orthology","COG_Category_description","KEGG_Pathway_names","eggnog_COG_category","eggnog_seed_ortholog","eggnog_evalue","eggnog_score","eggnog_Description","eggnog_Preferred_name","eggnog_GOs","eggnog_EC","eggnog_KEGG_ko","eggnog_KEGG_Pathway","eggnog_KEGG_Module","eggnog_KEGG_Reaction","eggnog_KEGG_rclass","eggnog_BRITE","eggnog_KEGG_TC","eggnog_CAZy","eggnog_BiGG_Reaction","eggnog_PFAMs","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RCHGF001097","PTS system, glucitol/sorbitol-specific IIA component (EC 2.7.1.69)","PTS system glucitol/sorbitol-specific IIA component","negative",363,121,"0.048760330578513","13252.0914","4.47955322265625","None","K02781 - PTS-Gut-EIIA, srlB - PTS system, glucitol/sorbitol-specific IIA component [EC:2.7.1.198] [2.7.1.198]","(G) Carbohydrate metabolism and transport","Fructose and mannose metabolism; Phosphotransferase system (PTS)","G","908340.HMPREF9406_0384","5.37E-85","250","PTS system glucitol sorbitol-specific IIA component","-","-","2.7.1.198","ko:K02781","ko00051,ko02060,map00051,map02060","M00280","R05820","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.4.1","-","-","PTSIIA_gutA","SSPTS","EnzymeIIA","glucitol/sorbitol"
"RCHGF001098","PTS system, glucitol/sorbitol-specific IIBC component (EC 2.7.1.69)","PTS system, glucitol/sorbitol-specific, IIBC component (EC 2.7.1.69)","negative",996,332,"0.44066265060241","34609.1394","5.29595947265625","srlE","K02782 - PTS-Gut-EIIB, srlE - PTS system, glucitol/sorbitol-specific IIB component [EC:2.7.1.198] [2.7.1.198]; K02783 - PTS-Gut-EIIC, srlA - PTS system, glucitol/sorbitol-specific IIC component","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_0385","5.66E-232","639","PTS system glucitol sorbitol-specific","-","-","-","-","-","-","-","-","-","-","-","-","EIIBC-GUT_C,EIIBC-GUT_N","SSPTS","EnzymeIIB","glucitol/sorbitol"
"RCHGF001099","PTS system, glucitol/sorbitol-specific IIC2 component (EC 2.7.1.69)","PTS system, glucitol/sorbitol-specific, IIC component (EC 2.7.1.69)","negative",540,180,"0.49111111111111","20228.7652","8.73065185546875","srlA","K02783 - PTS-Gut-EIIC, srlA - PTS system, glucitol/sorbitol-specific IIC component","(G) Carbohydrate metabolism and transport","Fructose and mannose metabolism; Phosphotransferase system (PTS)","G","908340.HMPREF9406_0386","3.68E-125","356","PTS system glucitol sorbitol-specific","srlA","-","-","ko:K02783","ko00051,ko02060,map00051,map02060","M00280","R05820","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000","4.A.4.1","-","-","EII-GUT","SSPTS","EnzymeIIC","glucitol/sorbitol"
"RCHGF001100",,"glucitol operon activator protein (GutM)","negative",456,152,"0.000657894736842","16999.7581","9.34893798828125","None",,"(K) Transcription","-","K","908340.HMPREF9406_0387","1.64E-103","299","Glucitol operon activator protein (GutM)","-","-","-","-","-","-","-","-","-","-","-","-","GutM","NA","NA","NA"
"RCHGF001101","Transcriptional regulatory protein","putative sugar-binding domain protein","negative",999,333,"-0.167267267267267","37315.6023","5.35296630859375","None","K02899 - RP-L27, MRPL27, rpmA - large subunit ribosomal protein L27","(K) Transcription","-","K","908340.HMPREF9406_0388","1.46E-239","658","sugar-binding domain protein","sorC1","-","-","-","-","-","-","-","-","-","-","-","HTH_23,HTH_24,HTH_Crp_2,Sigma70_r4,Sugar-bind","NA","NA","NA"
"RCHGF001102","Xaa-Pro aminopeptidase (EC 3.4.11.9)","peptidase, M24 family (EC 3.4.-.-)","positive",1257,419,"-0.320525059665872","48097.1443","5.17791748046875","None","K01262 - pepP - Xaa-Pro aminopeptidase [EC:3.4.11.9] [3.4.11.9]","(E) Amino Acid metabolis and transport","-","E","908340.HMPREF9406_0389","5.80999999999998e-310","843","aminopeptidase","pepP","-","3.4.11.9","ko:K01262","-","-","-","-","ko00000,ko01000,ko01002","-","-","-","AMP_N,Peptidase_M24","NA","NA","NA"
"RCHGF001103","Large-conductance mechanosensitive channel","large conductance mechanosensitive channel protein","positive",495,165,"0.243030303030303","18245.3148","8.58856201171875","mscL","K03282 - mscL - large conductance mechanosensitive channel","(M) Cell wall/membrane/envelop biogenesis","-","M","908340.HMPREF9406_0390","2.55E-111","320","Channel that opens in response to stretch forces in the membrane lipid bilayer. May participate in the regulation of osmotic pressure changes within the cell","mscL","-","-","ko:K03282","-","-","-","-","ko00000,ko02000","1.A.22.1","-","-","MscL","MscL",,"large-conductance mechanosensitive ion channel"
"RCHGF001104","Short chain dehydrogenase (EC 1.-.-.-)","oxidoreductase, short chain dehydrogenase/reductase family protein","negative",750,250,"0.072","27997.6412","9.49212646484375","None","K07124 - K07124 - uncharacterized protein","(S) Function Unknown","-","S","908340.HMPREF9406_0391","5.64E-175","488","Belongs to the short-chain dehydrogenases reductases (SDR) family","-","-","-","ko:K07124","-","-","-","-","ko00000","-","-","-","adh_short","NA","NA","NA"
"RCHGF001105","Mg2+ transporter mgtE","magnesium transporter","negative",1338,446,"0.161434977578475","49612.3135000001","4.35186767578125","mgtE","K06213 - mgtE - magnesium transporter","(P) Inorganic ion transport and metabolism","-","P","908340.HMPREF9406_0392","3.27E-261","723","Acts as a magnesium transporter","mgtE","-","-","ko:K06213","-","-","-","-","ko00000,ko02000","1.A.26.1","-","-","CBS,MgtE,MgtE_N","MgtE",,"magnesium ion"
"RCHGF001106","Hypothetical protein","hypothetical protein","negative",348,116,"-0.060344827586207","12437.387","8.98101806640625","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_0393","6.41E-77","229","protein with conserved CXXC pairs","-","-","-","-","-","-","-","-","-","-","-","-","DUF1667","NA","NA","NA"
"RCHGF001107","Pyridine nucleotide-disulphide oxidoreductase family protein (EC 1.-.-.-)","pyridine nucleotide-disulfide oxidoreductase","negative",1260,420,"-0.121904761904762","46197.8771","5.68121337890625","None","K00302 - soxA - sarcosine oxidase, subunit alpha [EC:1.5.3.1] [1.5.3.1]","(C) Energy production and conversion","-","C","908340.HMPREF9406_0394","1.54000000000001e-310","845","Oxidoreductase","-","-","-","-","-","-","-","-","-","-","-","-","Pyr_redox_2,Pyr_redox_3","NA","NA","NA"
"RCHGF001108","Glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)","FAD dependent oxidoreductase","negative",1443,481,"-0.272972972972973","52683.3843000001","5.14947509765625","None","K00111 - glpA, glpD - glycerol-3-phosphate dehydrogenase [EC:1.1.5.3] [1.1.5.3]","(C) Energy production and conversion","Glycerophospholipid metabolism; Biosynthesis of secondary metabolites","C","908340.HMPREF9406_0395","0","962","FAD dependent oxidoreductase","glpA","-","1.1.5.3","ko:K00111","ko00564,ko01110,map00564,map01110","-","R00848","RC00029","ko00000,ko00001,ko01000","-","-","-","DAO,Fer2_BFD","NA","NA","NA"
"RCHGF001109",,"hypothetical protein","negative",171,57,"-0.563157894736842","6534.5503","9.56475830078125","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001110","Sucrose operon repressor","sugar-binding domain protein","positive",1086,362,"-0.344475138121547","40167.3713","8.94061279296875","None","K02529 - lacI, galR - LacI family transcriptional regulator","(K) Transcription","-","K","908340.HMPREF9406_0397","3.04E-258","708","Bacterial regulatory proteins, lacI family","-","-","-","ko:K02529","-","-","-","-","ko00000,ko03000","-","-","-","LacI,Peripla_BP_1,Peripla_BP_3","NA","NA","NA"
"RCHGF001111",,"ATPase, AAA family","negative",1929,643,"-0.235458786936236","73471.4648000003","5.79302978515625","None","K03696 - clpC - ATP-dependent Clp protease ATP-binding subunit ClpC","(O) Post-translational modification, protein turnover, chaperone functions","-","O","908340.HMPREF9406_0398","0","1245","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE","-","-","-","-","-","-","-","-","-","-","-","-","AAA,AAA_2","NA","NA","NA"
"RCHGF001112",,"hypothetical protein","positive",174,58,"1.15172413793103","6162.4477","12.1787719726563","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001113",,"glyoxalase family protein","negative",375,125,"-0.3528","14560.4259","5.29730224609375","None","K01759 - GLO1, gloA - lactoylglutathione lyase [EC:4.4.1.5] [4.4.1.5]","(E) Amino Acid metabolis and transport","Pyruvate metabolism","E","908340.HMPREF9406_0400","2.24E-88","259","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily","-","-","4.4.1.5","ko:K01759","ko00620,map00620","-","R02530","RC00004,RC00740","ko00000,ko00001,ko01000","-","-","-","Glyoxalase","NA","NA","NA"
"RCHGF001114",,"hypothetical protein","negative",264,88,"-0.480681818181818","10378.0273","9.40460205078125","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_0401","3.52E-61","187","Psort location Cytoplasmic, score","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF001115","DNA polymerase IV (EC 2.7.7.7)","putative DNA polymerase IV","negative",1248,416,"-0.434134615384615","47755.9891000001","6.38519287109375","None","K02346 - dinB - DNA polymerase IV [EC:2.7.7.7] [2.7.7.7]","(L) Replication and repair","-","L","908340.HMPREF9406_0402","4.22E-306","833","Poorly processive, error-prone DNA polymerase involved in untargeted mutagenesis. Copies undamaged DNA at stalled replication forks, which arise in vivo from mismatched or misaligned primer ends. These misaligned primers can be extended by PolIV. Exhibits no 3'-5' exonuclease (proofreading) activity. May be involved in translesional synthesis, in conjunction with the beta clamp from PolIII","dinB","-","2.7.7.7","ko:K02346","-","-","-","-","ko00000,ko01000,ko03400","-","-","-","IMS,IMS_C,IMS_HHH","NA","NA","NA"
"RCHGF001116","LexA repressor (EC 3.4.21.88)","putative LexA repressor","positive",582,194,"-0.197938144329897","21694.466","5.57916259765625","None","K01356 - lexA - repressor LexA [EC:3.4.21.88] [3.4.21.88]","(K) Transcription","-","K","908340.HMPREF9406_0403","9.22E-135","382","Peptidase S24-like","-","-","-","-","-","-","-","-","-","-","-","-","HTH_3,Peptidase_S24","NA","NA","NA"
"RCHGF001117",,"hypothetical protein","positive",237,79,"-0.20506329113924","9367.58929999999","4.91644287109375","None",,"NA","-","-","908340.HMPREF9406_0404","7.88E-54","168","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF001118",,"hypothetical protein","positive",216,72,"-0.176388888888889","8272.4809","8.19879150390625","None",,"NA","-","-","908340.HMPREF9406_0405","2.32E-43","141","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF001119","Two-component response regulator","response regulator receiver domain protein","positive",672,224,"-0.282142857142857","26183.8709","5.17120361328125","None","K11630 - bceR - two-component system, OmpR family, bacitracin resistance response regulator BceR","(T) Signal Transduction","-","T","908340.HMPREF9406_0406","6.92E-163","455","response regulator","-","-","-","-","-","-","-","-","-","-","-","-","Response_reg,Trans_reg_C","NA","NA","NA"
"RCHGF001120",,"ATPase/histidine kinase/DNA gyrase B/HSP90 domain protein","positive",1011,337,"-0.01513353115727","38887.7832","5.85601806640625","None","K19168 - cptA - toxin CptA","(T) Signal Transduction","-","T","908340.HMPREF9406_0407","3.17E-236","650","Histidine kinase","-","-","-","-","-","-","-","-","-","-","-","-","HATPase_c","NA","NA","NA"
"RCHGF001121",,"hypothetical protein","positive",204,68,"0.991176470588235","7752.48619999999","9.42791748046875","None",,"NA","-","-","908340.HMPREF9406_0408","1.58E-37","126","-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RCHGF001122","ABC transporter ATP-binding protein","ABC transporter, ATP-binding protein","positive",765,255,"-0.142745098039216","28363.241","7.75665283203125","None","K02003 - ABC.CD.A - putative ABC transport system ATP-binding protein","NA","-","V","908340.HMPREF9406_0409","2.12E-177","494","ABC transporter","bceA","-","-","ko:K02003","-","M00258","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","ABC_tran","ABC","binding","lipoprotein"
"RCHGF001123","ABC transporter permease protein","efflux ABC transporter, permease protein","positive",2040,680,"0.361911764705883","76825.6364000003","9.28753662109375","None","K02004 - ABC.CD.P - putative ABC transport system permease protein","NA","-","V","908340.HMPREF9406_0410","0","1256","ABC transporter permease","-","-","-","ko:K02004","-","M00258","-","-","ko00000,ko00002,ko02000","3.A.1","-","-","FtsX","ABC","membrane","unknown substrate"
"RCHGF001126",,"hypothetical protein","negative",153,51,"0.758823529411765","5727.5622","4.23321533203125","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001127","SWF/SNF family helicase","SNF2 family N-terminal domain protein","negative",3351,1117,"-0.49749328558639","131815.531200001","6.06878662109375","None","K01589 - purK - 5-(carboxyamino)imidazole ribonucleotide synthase [EC:6.3.4.18] [6.3.4.18]; K03431 - glmM - phosphoglucosamine mutase [EC:5.4.2.10] [5.4.2.10]","(L) Replication and repair","-","L","908340.HMPREF9406_0747","0","2181","snf2 family","-","-","2.7.11.1","ko:K08282","-","-","-","-","ko00000,ko01000","-","-","-","Helicase_C,SNF2_N,SNF2_assoc,SWIM","NA","NA","NA"
"RCHGF001128",,"hypothetical protein","negative",150,50,"-0.416","5997.2008","9.81903076171875","None",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RCHGF001129",,"sporulation initiation factor Spo0A domain protein","negative",363,121,"-0.242148760330579","13941.9447","6.18511962890625","None",,"(K) Transcription; (T) Signal Transduction","Two-component system; Quorum sensing","KT","908340.HMPREF9406_0749","1.8E-83","246","May play the central regulatory role in sporulation. It may be an element of the effector pathway responsible for the activation of sporulation genes in response to nutritional stress. Spo0A may act in concert with spo0H (a sigma factor) to control the expression of some genes that are critical to the sporulation process","spo0A","-","-","ko:K07699","ko02020,ko02024,map02020,map02024","M00485","-","-","ko00000,ko00001,ko00002,ko02022","-","-","-","Response_reg,Spo0A_C","NA","NA","NA"
"RCHGF001130","6-phosphogluconate dehydrogenase (EC 1.1.1.44)","phosphogluconate dehydrogenase (decarboxylating) (EC 1.1.1.44)","negative",1386,462,"-0.15952380952381","51574.2566000001","5.58929443359375","gnd","K00033 - PGD, gnd, gntZ - 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343] [1.1.1.44 1.1.1.343]","(H) Coenzyme metabolis","-","H","908340.HMPREF9406_0750","0","917","Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH","-","-","-","-","-","-","-","-","-","-","-","-","6PGD,NAD_binding_2","NA","NA","NA"
"RCHGF001131","Peptidase family M20/M25/M40","amidohydrolase","negative",1035,345,"-0.149855072463768","37438.4346","5.27252197265625","None",,"(S) Function Unknown","-","S","908340.HMPREF9406_0751","1.87E-248","682","amidohydrolase","-","-","-","ko:K12941","-","-","-","-","ko00000,ko01002","-","-","-","M20_dimer,Peptidase_M20","NA","NA","NA"
"RCHGF001132","PTS system, mannose-specific IID component (EC 2.7.1.69)","PTS system mannose/fructose/sorbose family IID component","negative",822,274,"0.46897810218978","30209.5172","8.79632568359375","None","K17467 - PTS-Dga-EIID, dgaD - PTS system, D-glucosaminate-specific IID component","(G) Carbohydrate metabolism and transport","Pentose phosphate pathway; Microbial metabolism in diverse environments; Phosphotransferase system (PTS)","G","908340.HMPREF9406_0752","8.69E-191","530","PTS system mannose fructose sorbose family IID component","-","-","-","ko:K17467","ko00030,ko01120,ko02060,map00030,map01120,map02060","M00610","R10407","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000","4.A.6.1.17","-","-","EIID-AGA","SSPTS","EnzymeIID","mannose/fructose"
"RCHGF001133","PTS system, mannose-specific IIC component (EC 2.7.1.69)","PTS system sorbose-specific iic component","negative",753,251,"0.943426294820718","26716.3539","5.29376220703125","None","K17466 - PTS-Dga-EIIC, dgaC - PTS system, D-glucosaminate-specific IIC component","(G) Carbohydrate metabolism and transport","Pentose phosphate pathway; Microbial metabolism in diverse environments; Phosphotransferase system (PTS)","G","908340.HMPREF9406_0753","5.37E-169","473","PTS system sorbose-specific iic component","-","-","-","ko:K17466","ko00030,ko01120,ko02060,map00030,map01120,map02060","M00610","R10407","RC00017,RC03206","ko00000,ko00001,ko00002,ko02000","4.A.6.1.17","-","-","EII-Sor","SSPTS","EnzymeIIC","mannose/fructose"
"RCHGF001134","PTS system, mannose-specific IIB component (EC 2.7.1.69)","PTS system sorbose subfamily IIB component","negative",495,165,"-0.037575757575758","18419.0587","5.46258544921875","None","K17465 - PTS-Dga-EIIB, dgaB - PTS system, D-glucosaminate-specific IIB component [EC:2.7.1.203] [2.7.1.203]","(G) Carbohydrate metabolism and transport","-","G","908340.HMPREF9406_0754","2.55E-111","320","PTS system sorbose subfamily IIB component","-","-","-","-","-","-","-","-","-","-","-","-","PTSIIB_sorb","SSPTS","EnzymeIIB","mannose/fructose"
"RCHGF001135",,"PTS system fructose IIA component","negative",408,136,"-0.069117647058824","15307.6612","4.84039306640625","None","K02793 - PTS-Man-EIIA, manX - PTS system, mannose-specific IIA component [EC:2.7.1.191] [2.7.1.191]","(G) Carbohydrate metabolism and transport","Pentose phosphate pathway; Microbial metabolism in diverse environments; Phosphotransferase system (PTS)","G","908340.HMPREF9406_0755","2.84E-94","275","COG2893 Phosphotransferase system, mannose fructose-specific component IIA","-","-","2.7.1.203","ko:K17464","ko00030,ko01120,ko02060,map00030,map01120,map02060","M00610","R10407","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.6.1.17","-","-","EIIA-man","SSPTS","EnzymeIIA","mannose/fructose"
