id,Category,Locus,Gene Name,Aliases,Assigned Function,deseq2_log2_FC,Avg. Expression,lfc SE,wald stat,p-value,deseq2_q_value,ERGO.Function,GenBank.Function,strand,length.nt.,length.aa.,GRAVY,Molecular.Weight,Iso.electric.Point,gene.name,Kegg.Orthology,COG_Category_description,KEGG_Pathway_names,eggnog_COG_category,eggnog_seed_ortholog,eggnog_evalue,eggnog_score,eggnog_Description,eggnog_Preferred_name,eggnog_GOs,eggnog_EC,eggnog_KEGG_ko,eggnog_KEGG_Pathway,eggnog_KEGG_Module,eggnog_KEGG_Reaction,eggnog_KEGG_rclass,eggnog_BRITE,eggnog_KEGG_TC,eggnog_CAZy,eggnog_BiGG_Reaction,eggnog_PFAMs,TransAAP_Transporter_Family,TransAAP_Subfamily,TransAAP_Substrate_Function
RCHGF000427,cellular process;localization;,AENW01000056,null,"HMPREF9406_3075, EFR36019.1","PTS system, mannose-specific IIC component (EC 2.7.1.69)",1.06,14.5,0.223,4.78,1.74e-6,9.72e-6,"PTS system, mannose-specific IIC component (EC 2.7.1.69)",PTS system sorbose-specific iic component,negative,783,261,0.969348659003832,27825.7453,4.68634033203125,None,"K02795 - PTS-Man-EIIC, manY - PTS system, mannose-specific IIC component",(G) Carbohydrate metabolism and transport,Fructose and mannose metabolism; Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Phosphotransferase system (PTS),G,908340.HMPREF9406_3075,1.43e-178,498,PTS system sorbose-specific iic component,-,-,-,ko:K02795,"ko00051,ko00520,ko01100,ko02060,map00051,map00520,map01100,map02060",M00276,R02630,"RC00017,RC03206","ko00000,ko00001,ko00002,ko02000",4.A.6.1,-,-,EII-Sor,SSPTS,EnzymeIIC,mannose/fructose
RCHGF000431,metabolic process;cellular process;,AENW01000056,null,"HMPREF9406_3079, EFR36048.1",Tagatose-bisphosphate aldolase (EC 4.1.2.40),1.68,20.9,0.293,5.74,9.48e-9,7e-8,Tagatose-bisphosphate aldolase (EC 4.1.2.40),"putative fructose-1,6-bisphosphate aldolase",negative,843,281,-0.04982206405694,30875.1584,5.47637939453125,None,"K08302 - gatY-kbaY - tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40] [4.1.2.40]",(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3079,1.11e-201,558,Aldolase,-,-,-,-,-,-,-,-,-,-,-,-,F_bP_aldolase,NA,NA,NA
RCHGF000432,biological_process (this level);,AENW01000056,null,"HMPREF9406_3080, EFR35950.1",Sorbitol dehydrogenase (EC 1.1.1.14),1.36,27.3,0.252,5.38,7.25e-8,4.91e-7,Sorbitol dehydrogenase (EC 1.1.1.14),GroES-like protein,negative,1041,347,-0.075504322766571,37901.0958000001,5.57073974609375,None,"K00008 - SORD, gutB - L-iditol 2-dehydrogenase [EC:1.1.1.14] [1.1.1.14]",(E) Amino Acid metabolis and transport,-,E,908340.HMPREF9406_3080,7.419999999999999e-256,701,Alcohol dehydrogenase GroES-like domain,-,-,-,-,-,-,-,-,-,-,-,-,"ADH_N,ADH_zinc_N",NA,NA,NA
RCHGF000434,Uncategorized;,AENW01000056,null,"HMPREF9406_3082, EFR35887.1",NA,1.1,9.27,0.272,4.03,5.67e-5,2.45e-4,NA,hypothetical protein,positive,666,222,-0.406756756756757,26508.0346,9.57708740234375,None,NA,NA,-,-,908340.HMPREF9406_3082,6.869999999999999e-153,430,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000435,metabolic process;cellular process;,AENW01000056,null,"HMPREF9406_3083, EFR36075.1",Ribulose-phosphate 3-epimerase (EC 5.1.3.1),1.11,17.2,0.322,3.43,6.05e-4,0.00207,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),putative ribulose-phosphate 3-epimerase,positive,717,239,-0.033054393305439,26606.2351,5.34051513671875,None,"K01783 - rpe, RPE - ribulose-phosphate 3-epimerase [EC:5.1.3.1] [5.1.3.1]",(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3083,8.749999999999999e-178,494,Ribulose-phosphate 3 epimerase family,-,-,-,-,-,-,-,-,-,-,-,-,Ribul_P_3_epim,NA,NA,NA
RCHGF000448,Uncategorized;,AENW01000056,null,"HMPREF9406_3096, EFR35945.1",NA,2.31,0.543,0.795,2.9,0.0037,0.0103,NA,hypothetical protein,positive,144,48,-0.002083333333333,5493.4604,10.4663696289063,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000463,Uncategorized;,AENW01000056,null,"HMPREF9406_3111, EFR36088.1",NA,-2.3,62.1,0.445,-5.17,2.32e-7,1.47e-6,NA,hypothetical protein,positive,933,311,-0.497427652733119,36761.8279,7.65557861328125,None,NA,NA,-,-,908340.HMPREF9406_3111,4.829999999999999e-227,625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000464,Uncategorized;,AENW01000056,null,"HMPREF9406_3112, EFR35956.1",Organic phosphate binding CYTH family protein,-1.21,121,0.281,-4.31,1.65e-5,7.92e-5,Organic phosphate binding CYTH family protein,adenylate cyclase,negative,555,185,-0.550270270270271,21668.3214,5.23333740234375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3112,5e-130,369,CYTH,-,-,-,-,-,-,-,-,-,-,-,-,CYTH,NA,NA,NA
RCHGF000474,Uncategorized;,AENW01000056,null,"HMPREF9406_3122, EFR35897.1",Hypothetical protein,-1.08,25.9,0.322,-3.34,8.33e-4,0.00274,Hypothetical protein,hypothetical protein,positive,558,186,-0.208602150537634,22752.0466,5.28009033203125,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3122,6.8299999999999994e-133,376,Protein of unknown function (DUF2812),-,-,-,-,-,-,-,-,-,-,-,-,DUF2812,NA,NA,NA
RCHGF000504,metabolic process;cellular process;,AENW01000056,null,"HMPREF9406_3152, EFR36029.1",NA,1.14,281,0.241,4.72,2.37e-6,1.29e-5,NA,chorismate mutase (EC 5.4.99.5),positive,1083,361,-0.463434903047092,41700.6256,5.50616455078125,None,K14170 - pheA - chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51] [4.2.1.51 5.4.99.5],(E) Amino Acid metabolis and transport,"Phenylalanine, tyrosine and tryptophan biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Biosynthesis of amino acids",E,908340.HMPREF9406_3152,1.56e-255,701,chorismate mutase,pheA,-,"4.2.1.51,5.4.99.5","ko:K04518,ko:K14170","ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00024,M00025","R00691,R01373,R01715","RC00360,RC03116","ko00000,ko00001,ko00002,ko01000",-,-,-,"ACT,CM_2,PDT",NA,NA,NA
RCHGF000505,Uncategorized;,AENW01000056,null,"HMPREF9406_3153, EFR35998.1",NA,1.15,297,0.085,13.6,6.169999999999999e-42,1.63e-40,NA,"aminotransferase, class I/II (EC 2.6.1.-)",positive,1233,411,-0.094403892944039,46021.2151000001,5.26202392578125,None,K00813 - aspC - aspartate aminotransferase [EC:2.6.1.1] [2.6.1.1],(E) Amino Acid metabolis and transport,"Cysteine and methionine metabolism; Tyrosine metabolism; Phenylalanine metabolism; Phenylalanine, tyrosine and tryptophan biosynthesis; Novobiocin biosynthesis; Isoquinoline alkaloid biosynthesis; Tropane, piperidine and pyridine alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; NA; Biosynthesis of amino acids",E,908340.HMPREF9406_3153,4.34e-301,820,Aminotransferase class I and II,-,-,2.6.1.57,ko:K00832,"ko00270,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01230,map00270,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01230","M00024,M00025,M00034,M00040","R00694,R00734,R01731,R07396,R10845","RC00006,RC00036","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_1_2,NA,NA,NA
RCHGF000510,Uncategorized;,AENW01000056,null,"HMPREF9406_3158, EFR35907.1",NA,-1.94,2.91,0.523,-3.7,2.11e-4,8.07e-4,NA,hypothetical protein,negative,153,51,0.62156862745098,6126.3023,9.73077392578125,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000518,Uncategorized;,AENW01000056,null,"HMPREF9406_3166, EFR35893.1",NA,2.21,57.6,0.322,6.86,6.93e-12,6.62e-11,NA,hypothetical protein,negative,438,146,0.681506849315068,16363.4122,9.30242919921875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000524,Uncategorized;,AENW01000056,null,"HMPREF9406_3172, EFR36057.1",NA,-1.22,34.3,0.2,-6.08,1.22e-9,9.76e-9,NA,hypothetical protein,negative,327,109,-0.54862385321101,13260.8252,6.28143310546875,None,NA,NA,-,-,908340.HMPREF9406_3172,7.71e-77,228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000526,Uncategorized;,AENW01000056,null,"HMPREF9406_3174, EFR35991.1",NA,-2.18,4.24,0.537,-4.05,5.11e-5,2.22e-4,NA,hypothetical protein,positive,186,62,-0.361290322580645,7230.2147,9.56500244140625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000528,metabolic process;cellular process;,AENW01000056,null,"HMPREF9406_3176, EFR36056.1",Hydroxyethylthiazole kinase (EC 2.7.1.50),-1.06,34,0.271,-3.92,8.68e-5,3.64e-4,Hydroxyethylthiazole kinase (EC 2.7.1.50),putative hydroxyethylthiazole kinase,positive,807,269,0.068401486988848,29012.9936,5.17987060546875,None,K00878 - thiM - hydroxyethylthiazole kinase [EC:2.7.1.50] [2.7.1.50],(H) Coenzyme metabolis,Thiamine metabolism; Metabolic pathways,H,908340.HMPREF9406_3176,2.0599999999999998e-191,531,Catalyzes the phosphorylation of the hydroxyl group of 4-methyl-5-beta-hydroxyethylthiazole (THZ),thiM,-,2.7.1.50,ko:K00878,"ko00730,ko01100,map00730,map01100",M00127,R04448,"RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,HK,NA,NA,NA
RCHGF000530,Uncategorized;,AENW01000056,null,"HMPREF9406_3178, EFR36039.1",NA,-1.21,615,0.498,-2.42,0.0154,0.0352,NA,hypothetical protein,negative,273,91,-0.303296703296703,10902.5113,6.70721435546875,None,NA,NA,-,-,908340.HMPREF9406_3178,2.25e-63,193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000531,metabolic process;cellular process;localization;,AENW01000056,lolD,"lolD, HMPREF9406_3179, EFR35933.1",Export ABC transporter ATP-binding protein,-1.24,31.5,0.289,-4.29,1.76e-5,8.39e-5,Export ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein (EC 3.6.3.-)",negative,678,226,-0.194690265486726,25088.8641,7.07623291015625,lolD,K02003 - ABC.CD.A - putative ABC transport system ATP-binding protein,NA,-,V,908340.HMPREF9406_3179,6.639999999999999e-162,453,ABC transporter,-,-,-,ko:K02003,-,M00258,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran,ABC,binding,lipoprotein
RCHGF000533,Uncategorized;,AENW01000056,null,"HMPREF9406_3181, EFR35977.1",NA,-1.3,41.3,0.162,-8.07,7.06e-16,8.34e-15,NA,"efflux ABC transporter, permease protein",negative,978,326,0.230981595092024,37901.5564,5.86346435546875,None,NA,NA,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ABC,membrane,efflux (antimicrobial peptide)
RCHGF000534,Uncategorized;,AENW01000056,null,"HMPREF9406_3182, EFR36053.1",NA,-1.17,70.3,0.347,-3.36,7.66e-4,0.00255,NA,hypothetical protein,negative,519,173,-0.064739884393064,19403.1215,8.09588623046875,None,NA,NA,-,-,908340.HMPREF9406_3182,5.29e-126,358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000538,Uncategorized;,AENW01000056,null,"HMPREF9406_3186, EFR35960.1",NA,-1.31,18.2,0.212,-6.16,7.14e-10,5.84e-9,NA,hypothetical protein,positive,639,213,0.240845070422535,25448.6138,7.57135009765625,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000545,Uncategorized;,AENW01000056,null,"HMPREF9406_3193, EFR36065.1",NA,-1.66,388,0.357,-4.64,3.52e-6,1.88e-5,NA,hypothetical protein,negative,960,320,-0.634375,37337.1582,5.67767333984375,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3193,2.6299999999999997e-215,596,by Glimmer,-,-,-,-,-,-,-,-,-,-,-,-,PDDEXK_2,NA,NA,NA
RCHGF000547,Uncategorized;,AENW01000056,null,"HMPREF9406_3195, EFR36077.1",NA,4.1,99.6,0.426,9.62,6.36e-22,9.44e-21,NA,hypothetical protein,positive,378,126,-0.402380952380952,14721.7161,6.29022216796875,None,NA,NA,-,-,908340.HMPREF9406_3195,4.8799999999999996e-88,258,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000550,metabolic process;localization;,AENW01000056,null,"HMPREF9406_3198, EFR35905.1",ABC transporter ATP-binding protein,1.14,18.9,0.232,4.9,9.49e-7,5.52e-6,ABC transporter ATP-binding protein,"ABC transporter, ATP-binding protein",positive,840,280,-0.086428571428572007,31362.9436,5.66278076171875,None,K01990 - ABC-2.A - ABC-2 type transport system ATP-binding protein,NA,-,V,908340.HMPREF9406_3198,1.4e-199,553,ABC transporter,-,-,-,ko:K01990,-,M00254,-,-,"ko00000,ko00002,ko02000",3.A.1,-,-,ABC_tran,ABC,binding,daunorubicin
RCHGF000552,Uncategorized;,AENW01000056,null,"HMPREF9406_3200, EFR36070.1",NA,-1.42,71.3,0.307,-4.61,4.07e-6,2.16e-5,NA,PRD domain protein,negative,1836,612,-0.109477124183007,70745.5429000002,5.26446533203125,None,K03491 - licR - lichenan operon transcriptional antiterminator,(G) Carbohydrate metabolism and transport; (K) Transcription; (T) Signal Transduction,-,GKT,908340.HMPREF9406_3200,0,1183,PRD domain protein,-,-,-,ko:K03491,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_11,Mga,PRD,PTS_EIIA_2",NA,NA,NA
RCHGF000553,Uncategorized;,AENW01000056,null,"HMPREF9406_3201, EFR35966.1","PTS system, cellobiose-specific IIB component (EC 2.7.1.69)",1.46,10.5,0.331,4.4,1.07e-5,5.32e-5,"PTS system, cellobiose-specific IIB component (EC 2.7.1.69)","PTS system, Lactose/Cellobiose specific IIB subunit",positive,312,104,-0.053846153846154,11579.1337,4.42633056640625,None,"K02760 - PTS-Cel-EIIB, celA, chbB - PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205] [2.7.1.196 2.7.1.205]",(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Phosphotransferase system (PTS),G,908340.HMPREF9406_3201,1.3199999999999998e-68,207,"PTS system, Lactose/Cellobiose specific IIB subunit",-,-,"2.7.1.196,2.7.1.205",ko:K02760,"ko00500,ko02060,map00500,map02060",M00275,"R11170,R11172","RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000",4.A.3.2,-,-,PTS_IIB,SSPTS,EnzymeIIB,cellobiose
RCHGF000564,Uncategorized;,AENW01000056,null,"HMPREF9406_3212, EFR35930.1",NA,3.33,114,0.16,20.8,5.879999999999999e-96,3.73e-94,NA,3D domain protein,positive,816,272,-0.383455882352942,29606.6276,9.39068603515625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3212,3.2e-176,493,3D domain,-,-,-,-,-,-,-,-,-,-,-,-,3D,NA,NA,NA
RCHGF000576,metabolic process;cellular process;,AENW01000056,treC,"treC, HMPREF9406_3224, EFR35987.1",Trehalose-6-phosphate hydrolase (EC 3.2.1.93),1.91,146,0.227,8.43,3.49e-17,4.42e-16,Trehalose-6-phosphate hydrolase (EC 3.2.1.93),"alpha,alpha-phosphotrehalase (EC 3.2.1.93)",negative,1647,549,-0.696539162112931,64701.8344000002,5.55010986328125,treC,K01226 - treC - trehalose-6-phosphate hydrolase [EC:3.2.1.93] [3.2.1.93],(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Metabolic pathways; Carbohydrate digestion and absorption,G,908340.HMPREF9406_3224,0,1153,"PFAM alpha amylase, catalytic",treC,-,"3.2.1.1,3.2.1.93","ko:K01176,ko:K01226","ko00500,ko01100,ko04973,map00500,map01100,map04973",-,"R00837,R02108,R02112,R06113,R11262",RC00049,"ko00000,ko00001,ko01000",-,GH13,-,"Alpha-amylase,Malt_amylase_C",NA,NA,NA
RCHGF000577,Uncategorized;,AENW01000056,ptbA,"ptbA, HMPREF9406_3225, EFR35929.1",NA,2.64,86.9,0.248,10.6,1.79e-26,3.08e-25,NA,"PTS system, glucose subfamily, IIA component",negative,669,223,0.369506726457398,23575.1403,5.21844482421875,ptbA,NA,(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3225,7.109999999999998e-151,425,"phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1",-,-,-,-,-,-,-,-,-,-,-,-,PTS_EIIA_1,SSPTS,EnzymeIIABC,glucose
RCHGF000578,Uncategorized;,AENW01000056,null,"HMPREF9406_3226, EFR36085.1",NA,2.6,177,0.288,9.05,1.42e-19,1.98e-18,NA,"PTS system, glucose-like IIB component (EC 2.7.1.69)",negative,1110,370,0.630540540540541,39881.5554,6.59075927734375,None,NA,(G) Carbohydrate metabolism and transport,Starch and sucrose metabolism; Phosphotransferase system (PTS),G,908340.HMPREF9406_3226,1.25e-261,717,Pts system,treP,-,2.7.1.201,"ko:K02818,ko:K02819","ko00500,ko02060,map00500,map02060",M00270,R02780,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.2.13,4.A.1.2.4,4.A.1.2.8",-,-,"PTS_EIIA_1,PTS_EIIB,PTS_EIIC",SSPTS,EnzymeIIABC,glucose/maltose/N-acetylglucosamine
RCHGF000582,metabolic process;,AENW01000056,null,"HMPREF9406_3230, EFR35959.1",Chitooligosaccharide deacetylase (EC 3.5.1.-),2.28,41.2,0.208,11,6.0199999999999995e-28,1.1e-26,Chitooligosaccharide deacetylase (EC 3.5.1.-),polysaccharide deacetylase,positive,762,254,-0.315354330708662,28563.93,6.19891357421875,None,K01452 - E3.5.1.41 - chitin deacetylase [EC:3.5.1.41] [3.5.1.41],(G) Carbohydrate metabolism and transport,-,G,908340.HMPREF9406_3230,1.6299999999999998e-185,515,polysaccharide deacetylase,-,-,-,-,-,-,-,-,-,-,-,-,"DUF5011,Polysacc_deac_1",NA,NA,NA
RCHGF000585,Uncategorized;,AENW01000056,null,"HMPREF9406_3233, EFR36061.1",NA,-1.06,13000,0.0887,-11.9,8.830000000000001e-33,1.9399999999999998e-31,NA,hypothetical protein,positive,252,84,0.433333333333333,9437.94039999999,8.88385009765625,None,NA,NA,-,-,908340.HMPREF9406_3233,3.79e-52,164,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000588,Uncategorized;,AENW01000056,null,"HMPREF9406_3236, EFR36066.1",NA,-2.65,14.8,0.32,-8.28,1.23e-16,1.5e-15,NA,hypothetical protein,positive,222,74,0.148648648648649,8695.2673,9.69354248046875,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RCHGF000607,Uncategorized;,AENW01000054,null,"HMPREF9406_3952, EFR36106.1",NA,-1.41,344,0.289,-4.87,1.11e-6,6.38e-6,NA,hypothetical protein,negative,1707,569,0.39402460456942,66532.6384000001,8.99005126953125,None,NA,NA,-,-,908340.HMPREF9406_3952,0,1078,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NA,NA,NA
RCHGF000608,metabolic process;cellular process;response to stimulus;localization;,AENW01000054,null,"HMPREF9406_3953, EFR36123.1",Capsular polysaccharide transport protein,-1.31,139,0.305,-4.29,1.78e-5,8.49e-5,Capsular polysaccharide transport protein,polysaccharide biosynthesis protein,negative,1455,485,0.8719587628866,54822.1639,9.52655029296875,None,"K02624 - pcaR - IclR family transcriptional regulator, pca regulon regulatory protein; K18903 - oprC, opcM - outer membrane protein, multidrug efflux system",(S) Function Unknown,-,S,908340.HMPREF9406_3953,0,882,Polysaccharide biosynthesis protein,-,-,-,-,-,-,-,-,-,-,-,-,"Polysacc_synt,Polysacc_synt_C",MOP,PST,polysaccharide export
RCHGF000609,metabolic process;cellular process;,AENW01000054,glf,"glf, HMPREF9406_3954, EFR36103.1",UDP-galactopyranose mutase (EC 5.4.99.9),-1.22,227,0.457,-2.67,0.00752,0.019,UDP-galactopyranose mutase (EC 5.4.99.9),UDP-galactopyranose mutase (EC 5.4.99.9),negative,1098,366,-0.642349726775957,43437.7109,5.83197021484375,glf,K01854 - glf - UDP-galactopyranose mutase [EC:5.4.99.9] [5.4.99.9],(M) Cell wall/membrane/envelop biogenesis,Galactose metabolism; Amino sugar and nucleotide sugar metabolism,M,908340.HMPREF9406_3954,1.14e-280,765,UDP-galactopyranose mutase,glf,-,5.4.99.9,ko:K01854,"ko00052,ko00520,map00052,map00520",-,"R00505,R09009","RC00317,RC02396","ko00000,ko00001,ko01000",-,-,-,"GLF,NAD_binding_8",NA,NA,NA
RCHGF000610,Uncategorized;,AENW01000054,null,"HMPREF9406_3955, EFR36121.1",dTDP-rhamnosyl transferase rfbF (EC 2.-.-.-),-1.31,178,0.364,-3.6,3.22e-4,0.00117,dTDP-rhamnosyl transferase rfbF (EC 2.-.-.-),"glycosyltransferase, group 2 family protein (EC 2.4.-.-)",negative,951,317,-0.411671924290221,37278.5472,8.51495361328125,None,K07011 - wbbL - rhamnosyltransferase,(S) Function Unknown,-,S,908340.HMPREF9406_3955,4.189999999999999e-240,658,Glycosyltransferase like family 2,-,-,-,ko:K07011,-,-,-,-,ko00000,-,-,-,Glycos_transf_2,NA,NA,NA
RCHGF000612,Uncategorized;,AENW01000054,null,"HMPREF9406_3957, EFR36095.1",Glycosyltransferase (EC 2.4.1.-),-1.17,255,0.49,-2.39,0.0167,0.0376,Glycosyltransferase (EC 2.4.1.-),"glycosyltransferase, group 1 family protein (EC 2.4.-.-)",negative,1146,382,-0.308115183246074,44344.7328,7.39886474609375,None,"K17248 - pglJ - N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase [EC:2.4.1.291] [2.4.1.291]",(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3957,4.8600000000000004e-281,767,Glycosyl transferases group 1,-,-,-,-,-,-,-,-,-,-,-,-,"Glyco_transf_4,Glycos_transf_1",NA,NA,NA
RCHGF000614,metabolic process;cellular process;response to stimulus;,AENW01000054,null,"HMPREF9406_3959, EFR36101.1",Glycosyltransferase (EC 2.4.1.-),-1.33,203,0.428,-3.1,0.00192,0.00575,Glycosyltransferase (EC 2.4.1.-),"glycosyltransferase, group 2 family protein (EC 2.4.-.-)",negative,825,275,-0.457454545454546,32539.6474,9.17559814453125,None,K19423 - epsE - glycosyltransferase EpsE [EC:2.4.-.-] [2.4.-.-],(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3959,1.2899999999999998e-197,547,"Glycosyltransferase, group 2 family protein",-,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_2,NA,NA,NA
RCHGF000615,metabolic process;cellular process;,AENW01000054,null,"HMPREF9406_3960, EFR36117.1",Glycosyltransferase (EC 2.4.1.-),-1.63,232,0.499,-3.27,0.00106,0.00341,Glycosyltransferase (EC 2.4.1.-),"glycosyltransferase, group 1 family protein (EC 2.4.-.-)",negative,1149,383,-0.287467362924282,44113.1383,9.37103271484375,None,K19422 - epsD - glycosyltransferase EpsD [EC:2.4.-.-] [2.4.-.-],(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3960,1.69e-277,758,Glycosyl transferase 4-like,epsD,-,-,ko:K19422,-,-,-,-,"ko00000,ko01000",-,GT4,-,"Glyco_trans_4_2,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1",NA,NA,NA
RCHGF000616,Uncategorized;,AENW01000054,null,"HMPREF9406_3961, EFR36100.1",Bacterial transferase hexapeptide,-1.49,78.8,0.384,-3.88,1.06e-4,4.35e-4,Bacterial transferase hexapeptide,"sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family",negative,624,208,0.01875,22756.792,5.38433837890625,None,NA,(S) Function Unknown,-,S,908340.HMPREF9406_3961,1.1999999999999999e-146,413,"sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family",-,-,-,-,-,-,-,-,-,-,-,-,"Hexapep,Hexapep_2",NA,NA,NA
RCHGF000617,Uncategorized;,AENW01000054,null,"HMPREF9406_3962, EFR36115.1",Undecaprenyl-phosphate bacillosaminephosphotransferase (EC 2.7.8.-),-1.56,110,0.275,-5.67,1.45e-8,1.04e-7,Undecaprenyl-phosphate bacillosaminephosphotransferase (EC 2.7.8.-),bacterial sugar transferase (EC 2.4.1.-),negative,597,199,-0.128140703517588,22977.7211,9.45343017578125,None,"K15915 - pglC - undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36] [2.7.8.36]",(M) Cell wall/membrane/envelop biogenesis,-,M,908340.HMPREF9406_3962,8.15e-136,385,Bacterial sugar transferase,-,-,-,-,-,-,-,-,-,-,-,-,Bac_transf,NA,NA,NA
RCHGF000618,Uncategorized;,AENW01000054,null,"HMPREF9406_3963, EFR36122.1",UDP-bacillosamine synthetase (EC 2.6.1.-),-1.62,456,0.285,-5.69,1.3e-8,9.4e-8,UDP-bacillosamine synthetase (EC 2.6.1.-),DegT/DnrJ/EryC1/StrS aminotransferase family protein,negative,1224,408,-0.364460784313725,46109.4782,5.88323974609375,None,K19430 - epsN - pyridoxal phosphate-dependent aminotransferase EpsN [EC:2.6.1.-] [2.6.1.-],(E) Amino Acid metabolis and transport,Amino sugar and nucleotide sugar metabolism,E,908340.HMPREF9406_3963,7.01000000000001e-293,842,Belongs to the DegT DnrJ EryC1 family,-,-,2.6.1.102,ko:K13010,"ko00520,map00520",-,R10460,"RC00006,RC00781","ko00000,ko00001,ko01000,ko01005,ko01007",-,-,-,DegT_DnrJ_EryC1,NA,NA,NA
RCHGF000623,Uncategorized;,AENW01000054,null,"HMPREF9406_3968, EFR36125.1",NA,-1.11,14.3,0.422,-2.64,0.00838,0.0208,NA,hypothetical protein,negative,291,97,0.024742268041237,11529.4238,5.33892822265625,None,NA,(L) Replication and repair,-,L,908340.HMPREF9406_3968,2.1e-64,196,COG3666 Transposase and inactivated derivatives,-,-,-,-,-,-,-,-,-,-,-,-,DUF772,NA,NA,NA
